Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
748,Wayne Corp 748,waynecorp748.com,1996,Tech,501-1000,"New York, NY, UK",UK,https://linkedin.com/company/waynecorp748,8100,8481
749,Oscorp Corp 749,oscorpcorp749.com,1981,Software,11-50,"Raccoon City, England, USA",USA,https://linkedin.com/company/oscorpcorp749,4913,5226
750,Tyrell Corp 750,tyrellcorp750.com,1997,Industrial,51-200,"Gotham, NY, USA",USA,https://linkedin.com/company/tyrellcorp750,9994,10269
751,Tyrell Corp 751,tyrellcorp751.com,2008,Food & Beverage,51-200,"Palo Alto, NY, UK",UK,https://linkedin.com/company/tyrellcorp751,8684,8920
752,Tyrell Corp 752,tyrellcorp752.com,1978,Food & Beverage,5001-10000,"San Francisco, England, USA",USA,https://linkedin.com/company/tyrellcorp752,4366,4455
753,Umbrella Corp 753,umbrellacorp753.com,1988,Industrial,11-50,"San Francisco, NY, UK",UK,https://linkedin.com/company/umbrellacorp753,6970,7470
754,Tyrell Corp 754,tyrellcorp754.com,1983,Technology,501-1000,"New York, CA, USA",USA,https://linkedin.com/company/tyrellcorp754,9388,9521
755,Stark Corp 755,starkcorp755.com,1981,Technology,501-1000,"San Francisco, NY, UK",UK,https://linkedin.com/company/starkcorp755,1530,1588
756,Initech Corp 756,initechcorp756.com,1992,Industrial,5001-10000,"Palo Alto, England, USA",USA,https://linkedin.com/company/initechcorp756,9834,9952
757,Umbrella Corp 757,umbrellacorp757.com,1970,Technology,501-1000,"Palo Alto, CA, UK",UK,https://linkedin.com/company/umbrellacorp757,2820,2910
758,Stark Corp 758,starkcorp758.com,1999,Pharma,1001-5000,"San Francisco, CA, UK",UK,https://linkedin.com/company/starkcorp758,568,901
759,Tyrell Corp 759,tyrellcorp759.com,1985,Industrial,5001-10000,"San Francisco, NY, USA",USA,https://linkedin.com/company/tyrellcorp759,2765,2922
760,Oscorp Corp 760,oscorpcorp760.com,2016,Pharma,501-1000,"San Francisco, England, UK",UK,https://linkedin.com/company/oscorpcorp760,8118,8312
761,Initech Corp 761,initechcorp761.com,1990,Industrial,11-50,"Gotham, England, UK",UK,https://linkedin.com/company/initechcorp761,652,759
762,Acme Corp 762,acmecorp762.com,2010,Engineering,501-1000,"Los Angeles, State, UK",UK,https://linkedin.com/company/acmecorp762,7361,7674
763,Initech Corp 763,initechcorp763.com,1973,Biotech,5001-10000,"Palo Alto, State, UK",UK,https://linkedin.com/company/initechcorp763,1029,1248
764,Initech Corp 764,initechcorp764.com,1973,Engineering,201-500,"London, State, UK",UK,https://linkedin.com/company/initechcorp764,8450,8847
765,Umbrella Corp 765,umbrellacorp765.com,2021,Engineering,5001-10000,"Los Angeles, State, USA",USA,https://linkedin.com/company/umbrellacorp765,8413,8629
766,Initech Corp 766,initechcorp766.com,2003,Biotech,11-50,"Raccoon City, State, UK",UK,https://linkedin.com/company/initechcorp766,3251,3684
767,Umbrella Corp 767,umbrellacorp767.com,1964,Industrial,201-500,"New York, NY, USA",USA,https://linkedin.com/company/umbrellacorp767,3755,3935
768,Tyrell Corp 768,tyrellcorp768.com,1999,Chemicals,1001-5000,"Los Angeles, CA, UK",UK,https://linkedin.com/company/tyrellcorp768,6779,7129
769,Tyrell Corp 769,tyrellcorp769.com,1974,Tech,501-1000,"London, CA, USA",USA,https://linkedin.com/company/tyrellcorp769,1364,1767
770,Stark Corp 770,starkcorp770.com,1983,Chemicals,5001-10000,"Gotham, NY, UK",UK,https://linkedin.com/company/starkcorp770,651,856
771,Tyrell Corp 771,tyrellcorp771.com,2008,Biotech,501-1000,"Gotham, State, UK",UK,https://linkedin.com/company/tyrellcorp771,7483,7715
772,Initech Corp 772,initechcorp772.com,1962,Finance,1001-5000,"San Francisco, CA, USA",USA,https://linkedin.com/company/initechcorp772,8003,8423
773,Tyrell Corp 773,tyrellcorp773.com,1978,Pharma,201-500,"Los Angeles, NY, UK",UK,https://linkedin.com/company/tyrellcorp773,6450,6594
774,Umbrella Corp 774,umbrellacorp774.com,2001,Food & Beverage,5001-10000,"London, NY, USA",USA,https://linkedin.com/company/umbrellacorp774,2942,3294
775,Stark Corp 775,starkcorp775.com,1997,Biotech,201-500,"New York, State, USA",USA,https://linkedin.com/company/starkcorp775,8473,8944
776,Wonka Corp 776,wonkacorp776.com,1977,Technology,201-500,"Palo Alto, NY, USA",USA,https://linkedin.com/company/wonkacorp776,3025,3360
777,Umbrella Corp 777,umbrellacorp777.com,1981,Industrial,1001-5000,"Gotham, England, UK",UK,https://linkedin.com/company/umbrellacorp777,3032,3285
778,Globex Corp 778,globexcorp778.com,1979,Biotech,11-50,"Palo Alto, England, UK",UK,https://linkedin.com/company/globexcorp778,9361,9810
779,Globex Corp 779,globexcorp779.com,1977,Biotech,11-50,"Palo Alto, CA, USA",USA,https://linkedin.com/company/globexcorp779,4707,4946
780,Hooli Corp 780,hoolicorp780.com,2008,Software,501-1000,"New York, NY, UK",UK,https://linkedin.com/company/hoolicorp780,2277,2685
781,Globex Corp 781,globexcorp781.com,2018,Engineering,11-50,"New York, CA, UK",UK,https://linkedin.com/company/globexcorp781,5038,5130
782,Stark Corp 782,starkcorp782.com,2009,Industrial,11-50,"New York, State, UK",UK,https://linkedin.com/company/starkcorp782,5975,6061
783,Tyrell Corp 783,tyrellcorp783.com,2018,Chemicals,51-200,"New York, State, USA",USA,https://linkedin.com/company/tyrellcorp783,8138,8369
784,Oscorp Corp 784,oscorpcorp784.com,1999,Chemicals,11-50,"Gotham, CA, USA",USA,https://linkedin.com/company/oscorpcorp784,9823,10248
785,Wayne Corp 785,waynecorp785.com,2010,Chemicals,5001-10000,"Los Angeles, CA, USA",USA,https://linkedin.com/company/waynecorp785,7606,7743
786,Acme Corp 786,acmecorp786.com,1988,Finance,201-500,"Gotham, State, UK",UK,https://linkedin.com/company/acmecorp786,6885,7216
787,Tyrell Corp 787,tyrellcorp787.com,1986,Tech,1001-5000,"Los Angeles, State, USA",USA,https://linkedin.com/company/tyrellcorp787,6166,6323
788,Tyrell Corp 788,tyrellcorp788.com,1989,Software,51-200,"London, England, UK",UK,https://linkedin.com/company/tyrellcorp788,2366,2526
789,Wonka Corp 789,wonkacorp789.com,2000,Technology,201-500,"San Francisco, England, UK",UK,https://linkedin.com/company/wonkacorp789,3478,3918
790,Tyrell Corp 790,tyrellcorp790.com,1985,Food & Beverage,501-1000,"Gotham, State, USA",USA,https://linkedin.com/company/tyrellcorp790,9114,9142
791,Umbrella Corp 791,umbrellacorp791.com,1962,Engineering,11-50,"San Francisco, England, UK",UK,https://linkedin.com/company/umbrellacorp791,6403,6511
792,Initech Corp 792,initechcorp792.com,2002,Industrial,5001-10000,"London, State, UK",UK,https://linkedin.com/company/initechcorp792,9593,9824
793,Oscorp Corp 793,oscorpcorp793.com,1962,Technology,51-200,"New York, England, USA",USA,https://linkedin.com/company/oscorpcorp793,706,1116
794,Tyrell Corp 794,tyrellcorp794.com,1970,Pharma,201-500,"London, State, USA",USA,https://linkedin.com/company/tyrellcorp794,7667,8136
795,Oscorp Corp 795,oscorpcorp795.com,1968,Technology,201-500,"Palo Alto, CA, UK",UK,https://linkedin.com/company/oscorpcorp795,9588,10029
796,Hooli Corp 796,hoolicorp796.com,1977,Industrial,5001-10000,"New York, England, UK",UK,https://linkedin.com/company/hoolicorp796,1857,1924
797,Wonka Corp 797,wonkacorp797.com,1966,Software,51-200,"New York, CA, USA",USA,https://linkedin.com/company/wonkacorp797,7161,7549
798,Wonka Corp 798,wonkacorp798.com,1971,Engineering,1001-5000,"San Francisco, NY, UK",UK,https://linkedin.com/company/wonkacorp798,1632,2082
799,Wayne Corp 799,waynecorp799.com,1973,Tech,51-200,"Raccoon City, England, UK",UK,https://linkedin.com/company/waynecorp799,1622,1829
800,Wonka Corp 800,wonkacorp800.com,1968,Industrial,11-50,"New York, CA, USA",USA,https://linkedin.com/company/wonkacorp800,7949,7958
801,Initech Corp 801,initechcorp801.com,1977,Industrial,51-200,"Palo Alto, State, UK",UK,https://linkedin.com/company/initechcorp801,5088,5413
802,Hooli Corp 802,hoolicorp802.com,1974,Technology,5001-10000,"Los Angeles, NY, UK",UK,https://linkedin.com/company/hoolicorp802,8901,9013
803,Umbrella Corp 803,umbrellacorp803.com,2004,Industrial,51-200,"London, NY, USA",USA,https://linkedin.com/company/umbrellacorp803,3669,3866
804,Stark Corp 804,starkcorp804.com,2018,Food & Beverage,201-500,"Los Angeles, State, USA",USA,https://linkedin.com/company/starkcorp804,5371,5651
805,Wonka Corp 805,wonkacorp805.com,1969,Tech,51-200,"Gotham, NY, UK",UK,https://linkedin.com/company/wonkacorp805,6591,6998
806,Globex Corp 806,globexcorp806.com,1997,Food & Beverage,1001-5000,"Raccoon City, England, USA",USA,https://linkedin.com/company/globexcorp806,2612,2982
807,Umbrella Corp 807,umbrellacorp807.com,2012,Chemicals,5001-10000,"Gotham, England, UK",UK,https://linkedin.com/company/umbrellacorp807,763,1078
808,Hooli Corp 808,hoolicorp808.com,2017,Technology,201-500,"Raccoon City, England, UK",UK,https://linkedin.com/company/hoolicorp808,7241,7324
809,Hooli Corp 809,hoolicorp809.com,1991,Technology,201-500,"Raccoon City, State, UK",UK,https://linkedin.com/company/hoolicorp809,2558,2770
810,Hooli Corp 810,hoolicorp810.com,2017,Engineering,51-200,"New York, England, UK",UK,https://linkedin.com/company/hoolicorp810,1724,2169
811,Oscorp Corp 811,oscorpcorp811.com,1975,Software,201-500,"Raccoon City, CA, USA",USA,https://linkedin.com/company/oscorpcorp811,7061,7552
812,Wayne Corp 812,waynecorp812.com,1960,Pharma,201-500,"Gotham, NY, USA",USA,https://linkedin.com/company/waynecorp812,1018,1352
813,Wonka Corp 813,wonkacorp813.com,1963,Chemicals,11-50,"Raccoon City, State, USA",USA,https://linkedin.com/company/wonkacorp813,400,791
814,Tyrell Corp 814,tyrellcorp814.com,1989,Software,5001-10000,"Los Angeles, England, UK",UK,https://linkedin.com/company/tyrellcorp814,8782,8903
815,Tyrell Corp 815,tyrellcorp815.com,2005,Tech,11-50,"New York, England, UK",UK,https://linkedin.com/company/tyrellcorp815,6939,7069
816,Initech Corp 816,initechcorp816.com,1981,Pharma,1001-5000,"Los Angeles, NY, USA",USA,https://linkedin.com/company/initechcorp816,723,1039
817,Tyrell Corp 817,tyrellcorp817.com,2021,Food & Beverage,501-1000,"London, NY, UK",UK,https://linkedin.com/company/tyrellcorp817,3053,3122
818,Tyrell Corp 818,tyrellcorp818.com,1960,Pharma,5001-10000,"Los Angeles, CA, USA",USA,https://linkedin.com/company/tyrellcorp818,258,652
819,Oscorp Corp 819,oscorpcorp819.com,2000,Biotech,501-1000,"New York, NY, USA",USA,https://linkedin.com/company/oscorpcorp819,5955,6111
820,Oscorp Corp 820,oscorpcorp820.com,1990,Finance,5001-10000,"New York, NY, USA",USA,https://linkedin.com/company/oscorpcorp820,7735,8178
821,Acme Corp 821,acmecorp821.com,1998,Chemicals,1001-5000,"New York, State, USA",USA,https://linkedin.com/company/acmecorp821,2705,3036
822,Oscorp Corp 822,oscorpcorp822.com,1999,Industrial,5001-10000,"San Francisco, State, UK",UK,https://linkedin.com/company/oscorpcorp822,7820,8220
823,Globex Corp 823,globexcorp823.com,1961,Chemicals,501-1000,"Raccoon City, CA, UK",UK,https://linkedin.com/company/globexcorp823,122,415
824,Oscorp Corp 824,oscorpcorp824.com,1971,Tech,501-1000,"Gotham, State, USA",USA,https://linkedin.com/company/oscorpcorp824,3045,3444
825,Oscorp Corp 825,oscorpcorp825.com,2014,Finance,201-500,"New York, England, USA",USA,https://linkedin.com/company/oscorpcorp825,9563,9905
826,Wonka Corp 826,wonkacorp826.com,2004,Tech,5001-10000,"New York, NY, USA",USA,https://linkedin.com/company/wonkacorp826,1909,2109
827,Stark Corp 827,starkcorp827.com,2016,Technology,1001-5000,"San Francisco, State, UK",UK,https://linkedin.com/company/starkcorp827,7707,7859
828,Acme Corp 828,acmecorp828.com,2022,Engineering,1001-5000,"Palo Alto, State, UK",UK,https://linkedin.com/company/acmecorp828,1546,1611
829,Wonka Corp 829,wonkacorp829.com,2000,Pharma,201-500,"London, England, UK",UK,https://linkedin.com/company/wonkacorp829,4429,4826
830,Globex Corp 830,globexcorp830.com,1972,Finance,5001-10000,"London, State, UK",UK,https://linkedin.com/company/globexcorp830,7480,7492
831,Oscorp Corp 831,oscorpcorp831.com,2018,Industrial,1001-5000,"Los Angeles, England, USA",USA,https://linkedin.com/company/oscorpcorp831,1191,1537
832,Wonka Corp 832,wonkacorp832.com,1997,Industrial,501-1000,"Raccoon City, CA, UK",UK,https://linkedin.com/company/wonkacorp832,8623,8706
833,Wayne Corp 833,waynecorp833.com,2011,Technology,1001-5000,"San Francisco, State, UK",UK,https://linkedin.com/company/waynecorp833,1257,1477
834,Wonka Corp 834,wonkacorp834.com,1972,Biotech,501-1000,"London, NY, UK",UK,https://linkedin.com/company/wonkacorp834,8696,8979
835,Wayne Corp 835,waynecorp835.com,1977,Software,201-500,"Palo Alto, England, USA",USA,https://linkedin.com/company/waynecorp835,7234,7351
836,Globex Corp 836,globexcorp836.com,1971,Tech,501-1000,"Los Angeles, England, UK",UK,https://linkedin.com/company/globexcorp836,1243,1586
837,Wayne Corp 837,waynecorp837.com,2000,Tech,201-500,"Palo Alto, CA, USA",USA,https://linkedin.com/company/waynecorp837,3611,4024
838,Initech Corp 838,initechcorp838.com,1962,Chemicals,51-200,"San Francisco, NY, USA",USA,https://linkedin.com/company/initechcorp838,5257,5383
839,Stark Corp 839,starkcorp839.com,1983,Chemicals,1001-5000,"London, CA, UK",UK,https://linkedin.com/company/starkcorp839,9749,9813
840,Wayne Corp 840,waynecorp840.com,1978,Software,51-200,"San Francisco, State, UK",UK,https://linkedin.com/company/waynecorp840,6121,6210
841,Acme Corp 841,acmecorp841.com,1976,Tech,51-200,"San Francisco, CA, USA",USA,https://linkedin.com/company/acmecorp841,1614,1800
842,Initech Corp 842,initechcorp842.com,1985,Industrial,51-200,"Raccoon City, NY, USA",USA,https://linkedin.com/company/initechcorp842,4378,4695
843,Wayne Corp 843,waynecorp843.com,1981,Food & Beverage,201-500,"Raccoon City, England, UK",UK,https://linkedin.com/company/waynecorp843,607,953
844,Acme Corp 844,acmecorp844.com,2002,Software,51-200,"Los Angeles, NY, USA",USA,https://linkedin.com/company/acmecorp844,7001,7414
845,Tyrell Corp 845,tyrellcorp845.com,1985,Industrial,11-50,"Raccoon City, NY, UK",UK,https://linkedin.com/company/tyrellcorp845,1837,2299
846,Stark Corp 846,starkcorp846.com,1967,Tech,5001-10000,"San Francisco, CA, UK",UK,https://linkedin.com/company/starkcorp846,4573,4629
847,Oscorp Corp 847,oscorpcorp847.com,1986,Industrial,1001-5000,"London, England, UK",UK,https://linkedin.com/company/oscorpcorp847,3163,3383
848,Hooli Corp 848,hoolicorp848.com,1982,Industrial,201-500,"Los Angeles, CA, UK",UK,https://linkedin.com/company/hoolicorp848,2025,2251
849,Globex Corp 849,globexcorp849.com,2000,Finance,51-200,"Los Angeles, State, USA",USA,https://linkedin.com/company/globexcorp849,579,751
850,Wonka Corp 850,wonkacorp850.com,1997,Food & Beverage,5001-10000,"Gotham, State, USA",USA,https://linkedin.com/company/wonkacorp850,9619,9909
851,Acme Corp 851,acmecorp851.com,2017,Food & Beverage,11-50,"New York, NY, USA",USA,https://linkedin.com/company/acmecorp851,8601,8964
852,Oscorp Corp 852,oscorpcorp852.com,1980,Tech,501-1000,"Los Angeles, England, UK",UK,https://linkedin.com/company/oscorpcorp852,7170,7279
853,Wayne Corp 853,waynecorp853.com,1989,Tech,201-500,"Raccoon City, England, UK",UK,https://linkedin.com/company/waynecorp853,9580,9805
854,Wayne Corp 854,waynecorp854.com,2009,Tech,11-50,"Palo Alto, England, UK",UK,https://linkedin.com/company/waynecorp854,3776,4238
855,Stark Corp 855,starkcorp855.com,1983,Finance,201-500,"Raccoon City, NY, UK",UK,https://linkedin.com/company/starkcorp855,5415,5662
856,Umbrella Corp 856,umbrellacorp856.com,2007,Biotech,201-500,"Los Angeles, England, UK",UK,https://linkedin.com/company/umbrellacorp856,1389,1402
857,Wonka Corp 857,wonkacorp857.com,2020,Finance,11-50,"New York, CA, UK",UK,https://linkedin.com/company/wonkacorp857,2890,2923
858,Globex Corp 858,globexcorp858.com,2017,Chemicals,1001-5000,"Palo Alto, England, UK",UK,https://linkedin.com/company/globexcorp858,2476,2879
859,Umbrella Corp 859,umbrellacorp859.com,2011,Finance,5001-10000,"Gotham, England, USA",USA,https://linkedin.com/company/umbrellacorp859,2615,3061
860,Hooli Corp 860,hoolicorp860.com,1966,Engineering,1001-5000,"Raccoon City, CA, USA",USA,https://linkedin.com/company/hoolicorp860,9227,9626
861,Stark Corp 861,starkcorp861.com,1988,Tech,5001-10000,"San Francisco, England, USA",USA,https://linkedin.com/company/starkcorp861,7709,7739
862,Wayne Corp 862,waynecorp862.com,2011,Biotech,501-1000,"New York, NY, UK",UK,https://linkedin.com/company/waynecorp862,851,1164
863,Hooli Corp 863,hoolicorp863.com,1991,Pharma,1001-5000,"Gotham, CA, UK",UK,https://linkedin.com/company/hoolicorp863,8714,8869
864,Globex Corp 864,globexcorp864.com,2011,Software,201-500,"Gotham, CA, UK",UK,https://linkedin.com/company/globexcorp864,245,438
865,Hooli Corp 865,hoolicorp865.com,2010,Industrial,11-50,"Gotham, NY, USA",USA,https://linkedin.com/company/hoolicorp865,5421,5486
866,Globex Corp 866,globexcorp866.com,2001,Finance,201-500,"Gotham, England, USA",USA,https://linkedin.com/company/globexcorp866,6560,6912
867,Globex Corp 867,globexcorp867.com,1995,Chemicals,501-1000,"Los Angeles, State, UK",UK,https://linkedin.com/company/globexcorp867,7611,7930
868,Globex Corp 868,globexcorp868.com,1985,Software,51-200,"Palo Alto, State, UK",UK,https://linkedin.com/company/globexcorp868,5014,5401
869,Globex Corp 869,globexcorp869.com,1998,Tech,201-500,"Raccoon City, England, UK",UK,https://linkedin.com/company/globexcorp869,8983,9390
870,Wayne Corp 870,waynecorp870.com,1971,Finance,5001-10000,"Raccoon City, England, UK",UK,https://linkedin.com/company/waynecorp870,8166,8287
871,Wayne Corp 871,waynecorp871.com,1962,Food & Beverage,1001-5000,"Los Angeles, CA, UK",UK,https://linkedin.com/company/waynecorp871,695,1075
872,Acme Corp 872,acmecorp872.com,2022,Pharma,11-50,"Gotham, England, UK",UK,https://linkedin.com/company/acmecorp872,1641,1884
873,Globex Corp 873,globexcorp873.com,2014,Technology,5001-10000,"Raccoon City, CA, UK",UK,https://linkedin.com/company/globexcorp873,7089,7181
874,Tyrell Corp 874,tyrellcorp874.com,1963,Software,201-500,"Raccoon City, England, UK",UK,https://linkedin.com/company/tyrellcorp874,4670,5011
875,Globex Corp 875,globexcorp875.com,1986,Food & Beverage,51-200,"Gotham, State, USA",USA,https://linkedin.com/company/globexcorp875,6959,7304
876,Globex Corp 876,globexcorp876.com,2022,Technology,201-500,"Los Angeles, State, UK",UK,https://linkedin.com/company/globexcorp876,4743,4753
877,Wonka Corp 877,wonkacorp877.com,2019,Tech,51-200,"Raccoon City, NY, USA",USA,https://linkedin.com/company/wonkacorp877,684,1039
878,Globex Corp 878,globexcorp878.com,1977,Technology,51-200,"Gotham, England, USA",USA,https://linkedin.com/company/globexcorp878,1726,2003
879,Wayne Corp 879,waynecorp879.com,1961,Biotech,11-50,"New York, CA, USA",USA,https://linkedin.com/company/waynecorp879,5441,5880
880,Oscorp Corp 880,oscorpcorp880.com,1987,Engineering,51-200,"San Francisco, England, USA",USA,https://linkedin.com/company/oscorpcorp880,4603,4932
881,Hooli Corp 881,hoolicorp881.com,2008,Tech,201-500,"New York, State, USA",USA,https://linkedin.com/company/hoolicorp881,6629,6835
